sk	M	a	lng	mx
5333	1	1.05336940446513	13	-7.8733461736999
5334	10	1.02999767720157	6	-7.98351377496882
5337	1	1.11462636729374	69	-6.41017177396901
5338	10	1.10746822669149	68	-6.45728856479785
5339	10	1.02149166596152	6	-7.9998817601578
5342	100	1.1956880282466	128	-1.60308380395915
5343	1	1.02212096003996	10	-7.98595776911184
5344	1000	1.13243923088578	91	-4.18788844496097
5346	1	1.08770031192613	69	-5.88946152927107
5349	10	1.00914891946528	8	-8.01217404352666
5351	100	1.04630560445801	50	-7.15917810199875
5352	100	1.05983940106687	55	-6.69663278200466
5353	10	1.15871035169541	112	-2.94316366944433
5354	1	1.10596295823737	75	-5.07287549883945
5357	100	1.06405955067833	53	-6.61705144686756
5358	1	1.11619072403699	76	-4.95240995303947
5360	10	1.0803807628634	56	-6.22336424524754
5361	100	1.24500374988504	149	-0.0674720250946553
5362	1000	1.02069024093977	29	-7.79798088549317
5364	10	1.12460602121403	73	-5.17154189431218
5367	1	1.17681101451707	104	-3.8592966450235
5368	1000	1.13359855333167	72	-5.29349302787366
5370	100	1.01415133144289	17	-7.94445913768407
5372	10	1.0386441125764	26	-7.65403760413319
5373	10	1.0037826256912	5	-8.02214467882717
5376	100	1.06294261141822	29	-7.40915439122153
5380	1	1.06638891890282	25	-7.51353535793641
5383	1	1.02146578257771	9	-7.97324573526252
5384	1000	1.07521350423413	24	-7.53256203492623
5385	100	1.08321140537568	25	-7.46797672883941
5390	10	1.05504666251684	14	-7.83522604104574
5391	100	1.00930915504341	1	-8.02362243768351
5394	1	1.10577197550155	41	-7.37834421362734
5400	100	1.01085868210717	1	-8.02352978859955
5401	1000	1.04585174773469	16	-7.88689654782188
5406	1000	1.09249946472084	80	-6.05448819361558
5407	1000	1.1673987389072	121	-2.00590791981901
5408	100	1.06174725884939	65	-7.06732977360541
5409	10	1.04358110764713	53	-7.59707669019341
5410	100	1.00522424880057	2	-8.02490619480496
5411	1	1.0446639492358	57	-7.37865947515739
5412	1000	1.01932308124204	23	-7.95486554869398
5416	100	1.16701274868269	123	-1.48398731430567
5417	100	1.07053452310688	73	-6.10218874157821
5418	1000	1.03930999860404	54	-7.25031459774823
5419	10	1.00779232230632	14	-8.00544155388022
5421	100	1.08165938712587	77	-5.64847132752963
5422	1	1.19061627790412	131	-0.568886084547115
5424	10	1.0675643269007	66	-6.27451825883972
5425	1	1.03792940764871	48	-7.28436248280949
5427	10	1.06679744698706	62	-6.40365848901533
5428	1	1.06001640796539	57	-6.67219720321676
5429	1000	1.01858975690543	33	-7.79932914341052
5430	100	1.10179367590013	78	-5.35420586151475
5435	1	1.11156853913974	75	-5.43529299791399
5437	100	1.02871689091831	30	-7.7109136787304
5438	1000	1.08808891967037	59	-6.36160138669501
5439	10	1.06022266483123	43	-7.1054497090487
5440	1	1.01569222991784	20	-7.92132278020878
5441	1000	1.06499722495659	43	-7.07820297875928
5443	1000	1.04792596529207	32	-7.49073690879301
5444	100	1.01895445735889	17	-7.91985098112959
5445	1	1.06281460673909	37	-7.29048582644706
5446	10	1.02767084116822	20	-7.84524040755818
5447	100	1.04161925100306	25	-7.68955687994238
5451	10	1.25336829147808	127	-1.38357648241674
5458	1000	1.13677863785336	61	-6.26320209383457
5460	1000	1.01008818047173	3	-8.01919793651101
5463	10	1.02177722995516	7	-7.99211314611816
5466	1000	1.10594556828061	50	-6.86678608688022
5468	100	1.06294776069198	31	-7.65197904426447
5469	1000	1.03059911069203	12	-7.9502078189901
5470	1	1.28120936708304	155	-0.0569877685215993
5471	1	1.03313512937558	15	-7.92099365717568
5474	10	1.03118888089996	17	-7.92223906812415
5475	1000	1.13196695008484	67	-5.68646242990657
5477	1	1.13308601239788	69	-5.6135402360308
5478	1000	1.0469563786512	30	-7.66346685357981
5479	1000	1.04947107347368	31	-7.60310008823317
5481	1000	1.07311625811848	39	-7.14047294913206
5482	1000	1.09370235243272	47	-6.70713881578894
5484	1000	1.15509343914982	88	-5.21183762641257
5485	1000	1.14000881562015	75	-5.67407130923776
5488	10	1.04295610828113	23	-7.7309357880807
5489	10	1.08877007113841	39	-7.02155836879361
5493	1	1.04662402060205	20	-7.750053349354
5501	1000	1.05395111185888	17	-7.79453593278346
5503	100	1.01057166405765	2	-8.02073773075129
5504	1000	1.07724838625514	26	-7.59921129532403
5505	1	1.17664985398414	105	-4.44818226231479
5506	1	1.14521667633268	88	-5.90441184436545
5509	1	1.18350019267517	122	-3.15493210134561
5516	1000	1.07049057642476	65	-7.22031263241613
5518	1	1.03779492520437	31	-7.85774334936278
5522	100	1.09210253051537	87	-5.37217044993634
5523	10	1.01547213307549	13	-7.99058479912442
5525	1000	1.03694128047184	54	-7.46256513891964
5526	1000	1.12190024298729	113	-3.69275865913806
5527	1000	1.0898563171926	88	-5.16103219893733
5531	10	1.05695183710511	64	-6.53361702590238
5532	1000	1.19347083828845	161	-0.199381682909535
5533	1	1.09180834619829	87	-5.14128223045917
5539	1	1.02537836310834	40	-7.6021559010453
5541	1	1.17861364381626	137	-2.06149884052097
5542	1000	1.05943389117034	54	-6.70025765962144
5543	10	1.05270972433521	50	-6.92777421154849
5544	1	1.09266879758694	72	-5.76964848649778
5546	100	1.09788488553398	74	-5.74229670771172
5547	1000	1.08518962440397	62	-6.20665973852754
5548	1	1.02459793673068	30	-7.73111386563196
5549	1	1.11533401148835	82	-5.45173534701961
5550	1	1.14952675509922	103	-4.4342108145153
5552	10	1.08064645727053	51	-6.64234351228953
5553	1	1.0392205418737	31	-7.57020838819413
5556	100	1.12291563807452	76	-5.89096239116222
5558	10	1.04690684642994	28	-7.58057616143948
5559	100	1.02544806377061	18	-7.87641913244678
5564	100	1.05402329041236	23	-7.65747667538082
5565	1	1.06601647727435	27	-7.53769458939271
5567	1000	1.0599434930725	23	-7.6596243117564
5569	10	1.09141685178422	38	-7.3130979557669
5570	1000	1.03637478301263	12	-7.91011930321186
5573	1	1.07678788815705	29	-7.58276194491344
5575	1000	1.06232989195282	22	-7.7424601566485
5576	10	1.06369906908452	24	-7.73257563297047
5584	100	1.2153189429013	194	-0.088661154865214
5585	1	1.0494060117954	46	-7.69363312035609
5586	1000	1.07398988646486	65	-6.77525078575986
5587	1000	1.03684534402732	39	-7.81691391856402
5589	1	1.01195900359301	7	-8.01079729327412
5594	10	1.06512234109233	65	-6.53652883126593
5595	1000	1.05004145727888	55	-7.03385218916786
5596	1	1.09372939426385	92	-5.430530276497
5597	100	1.04035718817324	49	-7.29473182512955
5599	100	1.05752918574944	58	-6.76889725313877
5601	10	1.15801882143521	160	-2.81661173248216
5606	10	1.00716365899954	16	-7.99231907791005
5608	100	1.05675891208618	48	-7.04675049536824
5611	1	1.0609680074951	45	-7.08566815921547
5613	10	1.05953628593289	42	-7.17873656107225
5615	1	1.00991897429747	13	-7.9866585720089
5616	1000	1.03274742245511	25	-7.74839170117616
5620	100	1.02377101232076	16	-7.90575495794655
5624	1	1.10982047749248	86	-6.64740364528357
5627	1	1.09820557901517	70	-7.01228865005923
5629	100	1.00409105323388	1	-8.02514514583541
5631	1	1.05860117331391	26	-7.69158677493593
5635	1000	1.0608857169091	33	-7.68032793264695
5637	100	1.03883820001791	17	-7.88973383662847
5638	10	1.09148723539427	100	-6.44919919889127
5640	10	1.08671489715431	103	-6.22442329377446
5643	100	1.1307030446623	155	-2.55506092545629
5648	100	1.02272646387881	31	-7.93041295643579
5649	100	1.03645343409052	74	-7.43046782660462
5650	10	1.02430227131069	57	-7.82675829269046
5652	1000	1.06152179071588	104	-5.76744156499036
5653	100	1.13559321611082	168	-0.764829335993621
5655	100	1.02374469519415	66	-7.55718937686818
5659	1000	1.00487781645614	12	-8.01735710187667
5662	10	1.04562060535816	86	-6.38120809185123
5664	1	1.00395885859278	25	-8.0048175501523
5666	10	1.08416135570571	121	-4.46411492473244
5668	1000	1.07457706556717	109	-5.08631933689411
5670	1000	1.09310071587093	122	-4.2492509977685
5671	10	1.01704149452518	49	-7.66710069574623
5672	100	1.14863910755092	157	-0.832912493577227
5675	1000	1.01402892425487	42	-7.786976872705
5676	10	1.03713403290749	61	-7.07573355560201
5677	100	1.0254012024451	51	-7.47788032875854
5678	1000	1.08034109713073	100	-5.42108183173852
5682	100	1.02373905677721	43	-7.62314196924041
5684	100	1.00274174572081	13	-8.01508883307476
5685	1	1.0737509642223	83	-6.14593517005363
5687	10	1.04757253140935	55	-7.0917398978131
5690	10	1.00434593677756	11	-8.01400696444838
5693	1	1.07175216742856	68	-6.65147463295833
5696	10	1.03361806953716	33	-7.66567701083742
5697	100	1.04711496249695	41	-7.42893660823289
5699	100	1.05978129132132	49	-7.22326198269739
5701	1	1.12354476521593	102	-5.21201013449875
5704	10	1.09072322878895	75	-6.60972476777937
5706	10	1.00463442872654	4	-8.02243739449514
5709	1000	1.15615363696522	116	-3.70563685510527
5710	1	1.04369055869189	28	-7.72692631485994
5711	100	1.10425270389796	83	-6.26389218413263
5713	1	1.19912047092739	136	-0.995585028122097
5715	100	1.08152095114118	67	-6.99843308176114
5717	10	1.02415640498673	14	-7.94741214085666
5718	100	1.04164330192088	28	-7.78520122752479
5720	1	1.12839899622526	101	-4.70289489105001
5722	1	1.02302395157746	14	-7.95572776805684
5723	1	1.02069431139052	12	-7.97133831186879
5726	100	1.11874742876574	97	-4.79882624713631
5728	1	1.11292194266264	94	-4.95598607939003
5732	100	1.15877516162329	116	-2.48315563157512
5733	1000	1.0850943522743	78	-6.04280221356304
5734	1000	1.07400387702172	71	-6.43223298433615
5735	10	1.06855370191401	68	-6.616825805845
5738	1000	1.08615643939687	77	-5.9431473191968
5743	1000	1.20105219624845	133	-0.497055478180147
5744	10	1.06488616147065	60	-6.77034506387546
5745	1000	1.04846983055614	49	-7.25832869383741
5750	100	1.1488447853416	96	-3.81446333965293
5751	100	1.00614740946679	8	-8.01455556135832
5752	1000	1.01658548468806	21	-7.92746257179861
5754	100	1.13095073353519	84	-4.81948370032832
5755	1	1.05900982619602	47	-7.17458958340423
5757	100	1.02283768732643	23	-7.87225774582509
5760	100	1.01087129168534	11	-7.99534900485996
5761	10	1.02102466549319	18	-7.92084617390639
5763	1000	1.00467956881848	3	-8.02307972262342
5765	1	1.03673005762519	25	-7.76238658976565
5769	100	1.06138164384571	36	-7.44735323862992
5770	1	1.08143247961358	46	-7.08408263904968
5772	100	1.06197631202005	35	-7.47801609610614
5774	1000	1.0316311765571	17	-7.88353149911327
5775	10	1.12950090583712	64	-5.9215177128694
5779	100	1.11150690488201	55	-6.48996158495315
5781	10	1.28231760242831	140	-0.05136259174256
5782	10	1.09263560904984	46	-6.96243816710172
5784	1	1.01068930490347	4	-8.01631052970282
5789	100	1.10696014018416	51	-6.58623071293764
5791	1	1.11701335302845	56	-6.3163964780123
5793	100	1.09135679412879	43	-6.9436427114874
5795	1000	1.04892233079241	26	-7.69486872166472
5797	1000	1.10198627458806	47	-6.73828573762712
5801	1000	1.09590116299734	42	-6.95077130605047
5805	1	1.05123242405567	22	-7.71798098838019
5806	1000	1.07505187038317	30	-7.41768335756945
5808	1000	1.11508233386052	54	-6.78498654930362
5811	1	1.16025848976055	80	-5.71836729666752
5814	1	1.01861640582164	6	-7.99884716659959
5816	1000	1.05773484788461	20	-7.75848308469099
5817	10	1.02010372851764	6	-7.99935214608241
5821	1000	1.15337335220236	83	-5.05291393929742
5822	10	1.09673312908916	58	-7.14657412702438
5824	1000	1.03431709497632	12	-7.9409662219192
5825	100	1.01770323073622	5	-8.00962109619104
5826	1000	1.12247748034516	75	-5.57922370758671
5827	1	1.12778008343237	79	-5.22592797090603
5829	10	1.07013088772412	54	-7.17061775414903
5830	1000	1.16616047517512	110	-3.25580786139769
5831	100	1.1225299324031	82	-4.97553682204139
5835	1000	1.07870819457665	60	-6.36643794621667
5838	10	1.01576295449504	19	-7.97745497093977
5839	100	1.2089925230596	143	-1.25979219074136
5840	1	1.21250350473771	145	-1.14708230085171
5843	1000	1.08873748469921	61	-6.02371230561676
5844	1	1.21973311521661	148	-1.08575315446152
5846	10	1.11717253859056	76	-5.31131303394209
5847	1	1.09064960443116	57	-6.15759638038498
5849	100	1.05667514293418	40	-7.11315910254197
5850	100	1.1151163123589	68	-5.6973522130562
5851	100	1.0678727679846	42	-6.93917776493373
5852	100	1.17173883518642	103	-4.20977951388863
5855	100	1.20215873541444	118	-3.48408311384638
5856	100	1.07625477377827	38	-7.02324708603421
5857	1	1.01326803209072	13	-7.9674717382642
5858	1	1.02343009684416	17	-7.88399120334426
5859	100	1.07072357375476	32	-7.27633417090995
5860	100	1.03056716537959	18	-7.84060081173722
5861	1000	1.05612974375661	25	-7.56610025807396
5862	1	1.094206496457	37	-7.04968457696247
5865	1000	1.1022915408766	37	-7.10306910082102
5867	1	1.0941671521401	31	-7.31200795325489
5868	1000	1.06099100556502	19	-7.7177861873345
5869	1	1.21323048021522	117	-3.90663041599866
5870	1000	1.02101470591446	6	-7.99373525030088
5871	1	1.01167869874799	3	-8.01883846049756
5872	100	1.08950869672086	28	-7.52456024593107
5873	1	1.12028419010123	56	-7.11883277853774
5876	100	1.0452747519199	11	-7.91624931419519
5880	1	1.03168486873393	8	-7.97505946914136
5881	100	1.12294132288552	85	-5.84150804538068
5882	10	1.22330161927067	165	-0.273428598871926
5888	100	1.09996455891716	92	-5.49749597441209
5891	100	1.06360599233141	65	-6.70120759064433
5893	1	1.02566400157192	39	-7.79061246332194
5896	100	1.00802627274413	13	-8.00722966658771
5898	1000	1.0493961042209	55	-7.00107757783969
5899	100	1.08641809029759	87	-5.75100523240269
5901	1000	1.17136000606344	147	-1.6067201365332
5902	100	1.07690735860791	73	-6.21633491601466
5903	1000	1.07457251445575	70	-6.32548696692944
5904	1000	1.14844705362654	128	-3.41048611818369
5908	100	1.04592796142288	42	-7.32235132910241
5912	1000	1.00435157283969	7	-8.01798553118439
5914	10	1.14401316101113	112	-4.5472541180553
5915	1	1.10265235781798	83	-6.20459826796429
5918	10	1.03259330432219	24	-7.78300265864592
5921	10	1.03291528900584	21	-7.82623464131815
5922	10	1.07466408696465	45	-7.2194795149105
5927	1000	1.07890018921325	48	-7.28974542950698
5929	1000	1.05132520842743	25	-7.72127154959385
5930	1	1.10127430649122	76	-6.8270862509988
5932	10	1.01146802880717	4	-8.01459577678434
5937	1	1.04523527760078	25	-7.81229384239596
5938	10	1.10909294643006	88	-5.67441769741976
5939	1000	1.03466634754209	19	-7.89814246622879
5942	100	1.09036124931383	81	-6.03634952086061
5943	10	1.1170533501058	100	-4.5435032850225
5948	1	1.08592339743283	83	-5.60281196953087
5949	10	1.1734503667423	153	-1.04318093856795
5952	1	1.12542552823303	115	-3.54867334132147
5954	1	1.11169719034081	103	-4.18488922629554
5955	10	1.0342362005067	52	-7.41899062558763
5957	1	1.03561916646148	52	-7.32474246501357
5958	1	1.06211879206803	66	-6.37690993785324
5963	1	1.09913054876659	85	-5.10057918786455
5964	100	1.04706478484785	52	-7.00484406262014
5966	1	1.16288631856167	134	-2.67668634038633
5967	1000	1.03224336149617	42	-7.47377392443503
5969	100	1.21475574512347	172	-0.269785765120294
5970	10	1.00654236828192	17	-7.99298346620005
5972	1	1.07468316394345	57	-6.46643182940729
5974	1	1.13448690244417	99	-4.71948401768553
5976	100	1.04316142783217	36	-7.4228415241157
5978	100	1.1707222026742	121	-3.84493334412046
5979	1	1.06652797754227	43	-7.04122794221316
5981	100	1.03075145821835	25	-7.75550765255628
5989	10	1.11520693321903	59	-6.57324587660664
5990	10	1.0127706054296	7	-8.00126552538017
5991	1	1.05937026742424	26	-7.60020129690542
5993	100	1.12787448786917	70	-6.49256585519626
5994	100	1.07599876059396	30	-7.46890072606908
5997	1	1.15966408005437	102	-5.58230768780136
5999	1000	1.01313598664721	4	-8.01474414354845
6000	10	1.21063013844526	150	-2.29227616616513
6002	10	1.01207424324743	3	-8.01834253383906
6003	100	1.03539013250531	11	-7.93414038626347
6005	100	1.02736202593118	8	-7.97403588593932
6007	100	1.15004666211542	125	-4.40368753866189
6012	1000	1.02892538768179	14	-7.94445314956798
6013	1000	1.11439265835783	113	-5.13347732633197
6017	100	1.17299953049599	162	-0.769231639025678
6023	10	1.07734984041941	93	-6.01493284953017
6025	1	1.07894668804569	96	-5.86452255136504
6027	100	1.0293077014454	46	-7.69878082698212
6029	10	1.11058547162163	121	-4.1995055583292
6030	1	1.15738942089897	154	-1.19618321775469
6031	10	1.04669181826871	63	-7.11778746213841
6032	100	1.13555604155261	136	-2.77846444177052
6035	100	1.09206579723114	105	-5.28013023763548
6036	10	1.01248113978495	23	-7.95634444422071
6038	1000	1.03474608097909	49	-7.48526472416897
6040	1000	1.06850216633995	80	-6.40387168696757
6043	1000	1.13589658203229	126	-3.29371880469251
6049	100	1.112509240579	104	-4.97958521610049
6050	1	1.03347640997228	37	-7.65356070402163
6053	10	1.05801014678312	56	-7.11377816188081
6055	100	1.04237718938918	41	-7.51955905481292
6056	1	1.01610950659343	18	-7.94364551325155
6057	1000	1.0261524104019	26	-7.82535540333667
6059	10	1.03542928006698	31	-7.7098612746876
6060	1	1.13813156555431	110	-4.05357340022109
6061	1000	1.12958751358473	104	-4.57273673808087
6064	10	1.0124027151295	11	-7.99230390961573
6067	1000	1.0354015959186	26	-7.78682231644466
6069	10	1.01116079270509	8	-8.00515648498789
6071	1	1.01275469135516	9	-7.99805675075688
6074	10	1.04583722558075	36	-7.67896150515084
6076	1	1.1633843238774	127	-2.75945901798962
6078	10	1.06065258259399	57	-7.34281419994494
6079	10	1.12496187964354	97	-4.6582789730139
6080	1000	1.10294343656118	82	-5.61713121222771
6081	10	1.07009056403307	63	-6.93589790301314
6082	1000	1.10729289561834	85	-5.35398892763341
6083	100	1.17714057223209	138	-1.90222031038125
6084	100	1.03855800332317	40	-7.72591460060326
6085	10	1.01067507291184	7	-8.00957962337614
6088	1000	1.02300568834053	24	-7.91696434978295
6089	100	1.00769487861177	5	-8.01904350664026
6092	1000	1.06370254339445	58	-6.81484478143591
6093	100	1.0990165166841	80	-5.49232400072886
6096	10	1.17476865437171	134	-2.39500231214579
6097	1000	1.21168583864578	159	-0.372384494315342
6100	1	1.02216042458071	30	-7.83930483705211
6101	10	1.092879535527	70	-5.92680755086651
6104	100	1.19789191414349	143	-1.81090951420902
6105	10	1.0932695363044	66	-6.06669268974709
6109	1000	1.0464746766341	37	-7.42202567772309
6110	1	1.13904118240207	99	-4.96350477058714
6112	1000	1.05149326624123	36	-7.39431094637107
6117	100	1.06475175025126	36	-7.30424997587288
6122	1	1.16543335610651	103	-5.07092282967166
6123	10	1.11514041662801	65	-6.60367559329425
6125	100	1.01441067531859	7	-7.9973411911493
6129	1	1.14799026116242	92	-5.84770533216808
6130	100	1.11499564933868	70	-6.84897165889709
6131	100	1.18021825039911	115	-3.89740887920148
6132	10	1.05082972056777	18	-7.80670337202501
6133	100	1.08815949799086	45	-7.36430489591061
6135	1000	1.08613548398893	50	-7.38764670844429
6139	10	1.04082067989443	16	-7.8939640090327
6140	100	1.06796574768466	48	-7.57710532874403
6142	10	1.06058478821389	49	-7.62820208641414
6143	1000	1.05160913427912	39	-7.73834473135374
6145	100	1.09790051582492	86	-5.76558683947803
6146	100	1.01877998167877	9	-7.99372799517612
6147	100	1.14657354013172	129	-2.91504729868476
6151	100	1.01533478063	13	-7.98777639047941
6156	1000	1.05884267290417	67	-6.56396710508275
6158	1	1.01721364393813	36	-7.89568405489236
6160	1	1.19111682689642	158	-0.163272202891119
6162	100	1.11926695119704	112	-4.02015218783072
6163	10	1.12587183388576	116	-3.79825987328032
6165	1	1.01898299328831	38	-7.78167779625481
6166	1000	1.0952864633124	87	-5.26887599542895
6172	1	1.08359165333072	69	-6.03033766875742
6175	1	1.16221515818672	123	-3.39149205623534
6177	100	1.00822932244881	17	-7.98117304028441
6178	10	1.02553831453323	29	-7.74674166245891
6180	1	1.10489576504461	74	-5.9186515252045
6181	1	1.1305593131306	95	-5.2370868745178
6182	10	1.15763000129331	111	-4.37398573292757
6183	1	1.18433884006217	125	-3.14473161923566
6185	1000	1.10249065280535	64	-6.34888509777742
6186	1	1.14066139384149	95	-5.4012665985635
6187	100	1.03234656998066	22	-7.78199091581568
6188	1	1.04748783758384	28	-7.59131638394538
6189	10	1.01081803792726	10	-7.99626664084884
6190	100	1.06469503182101	32	-7.39949946807578
6191	1000	1.03077596466488	18	-7.85460461865284
6195	1	1.06931754925148	30	-7.49152510775555
6199	100	1.00889247238293	3	-8.02033310840402
6201	1	1.01915588206266	6	-7.99719913820562
6202	100	1.02442650136891	8	-7.98018739251719
6203	10	1.07660120064665	35	-7.54237643805541
6204	1000	1.05385971153981	20	-7.79674891954731
6206	1000	1.01013218850438	2	-8.02144338956645
6208	10	1.1967373778846	132	-1.57925378222649
6209	1	1.03071224522117	10	-7.95893824182989
6211	10	1.03360160678255	14	-7.9365952557413
6213	1000	1.01003363082517	3	-8.02075470096006
6215	100	1.10052914521712	88	-5.4779661424794
6217	1000	1.03079832825389	32	-7.87850932942235
6220	100	1.05442408237787	65	-6.9877633035167
6221	1000	1.01157138757654	10	-8.00563499854581
6223	100	1.0273782809718	45	-7.74232673066958
6224	1	1.07630187293367	78	-5.8764572583628
6226	1000	1.05046727176163	62	-6.86778032801662
6227	1	1.16632445151556	129	-1.55180676535799
6230	1000	1.03461439065134	50	-7.37771041054001
6231	1	1.17727156920077	130	-1.21775631742277
6232	10	1.14109015127358	108	-3.14846546710335
6233	100	1.1124626017313	90	-4.53728947173146
6234	100	1.059638059323	61	-6.5991088494329
6235	10	1.15614251449766	115	-2.68738601831933
6237	1	1.1079755115368	82	-4.97729763601937
6241	100	1.08675637630503	66	-6.03285143944443
6243	100	1.03626449852014	38	-7.51510296884537
6245	1	1.1108749984979	73	-5.50694448461511
6251	10	1.05352755274974	37	-7.3922547090978
6252	10	1.06514317971648	41	-7.18079980000776
6253	1000	1.10448668760615	59	-6.28981799605416
6254	10	1.11403281628114	62	-6.0957991365249
6255	1	1.03386228663034	23	-7.78388509655632
6256	1000	1.01259649962872	10	-7.99095945773865
6257	10	1.01524505850743	11	-7.97652911766026
6259	100	1.27601845249567	130	-0.107082982208577
6260	1000	1.0336347038252	19	-7.84920313638402
6265	100	1.01060708211552	5	-8.01481318119586
6266	1000	1.13152047020189	61	-6.24590776957346
6268	1000	1.12572553102625	57	-6.43075422481223
6272	100	1.04113857923281	17	-7.86833761477643
6275	10	1.07789111697392	34	-7.41667671458372
6276	10	1.15551090749074	83	-5.58687628099174
6277	10	1.01397071546147	5	-8.01118234511327
6278	100	1.00891481137168	2	-8.02261204327913
6279	10	1.0691950970423	32	-7.51395164017223
6280	10	1.20704882952953	100	-3.10839565389972
6281	10	1.15621003425263	84	-5.44214466287384
6282	10	1.05151371829334	24	-7.73986421497733
6286	1	1.15877750896333	84	-5.07350143520656
6287	1000	1.00677186871211	2	-8.02406055041843
6288	1000	1.06397286267241	31	-7.55596567856032
6291	10	1.10803877403293	66	-6.7429979365105
6292	1000	1.08557824286559	50	-7.21769456807083
6293	10	1.07476294839868	41	-7.40531670821197
6297	100	1.09359529588885	61	-7.02112478511992
6298	1000	1.07215121633846	47	-7.45111076240853
6300	10	1.08279177002769	57	-7.20016203292371
6301	1000	1.00518637443289	1	-8.02559675357693
6304	1000	1.12824362994977	71	-5.09441155938201
6305	1000	1.02327149926618	11	-7.97272527745692
6307	1000	1.03341194793771	21	-7.88984807335987
6308	1	1.13847871457901	74	-4.36085569553329
6309	100	1.0212026992554	12	-7.97280866703938
6311	1000	1.0291384229781	25	-7.89810200492606
6314	1	1.0395370064801	42	-7.63102578428313
6315	1000	1.13886467339743	73	-4.17331949087011
6317	1	1.11194389367219	62	-5.14094262554106
6318	1000	1.00793369530359	6	-8.01663072216905
6320	10	1.05615096914735	44	-6.95736739953807
6322	100	1.03314608317208	36	-7.54928833092665
6323	100	1.01320764657681	24	-7.95940853714971
6324	1000	1.05080587308285	39	-7.1000377967317
6326	100	1.06406985540375	40	-6.81107219738967
6327	10	1.29959521878614	137	-0.0142593519407291
6330	100	1.01599031825345	22	-7.89259578153884
6332	10	1.07858746643547	36	-6.73894566635402
6333	1000	1.10465083076505	41	-6.26640314745238
6334	1000	1.08729694192465	35	-6.68899780415913
6335	100	1.19909420665642	78	-4.42602289809966
6337	1	1.03668565839213	21	-7.68202127028715
6339	10	1.02122460060971	15	-7.89885130251538
6341	1000	1.0337539402577	16	-7.81265422676713
6342	10	1.03735904204333	15	-7.81125676970111
6343	10	1.04057803151412	15	-7.79758002672597
6344	1	1.0193369638133	9	-7.96963576890769
6345	1	1.03751140760753	12	-7.86851618488845
6347	1	1.16553135443338	34	-6.71644302709965
6353	1000	1.0590799560765	8	-7.90989255993938
6357	1000	1.03185946805419	3	-8.00656192234722
6360	1000	1.08103409471203	15	-7.8380413702255
6361	100	1.11515540319961	70	-7.05982837856058
6362	100	1.12159066535493	79	-6.1095403162163
6367	1	1.028565228834	27	-7.95136273767179
6368	10	1.14625421077824	114	-2.19225814038615
6369	100	1.10033760293985	90	-4.37928499229301
6372	100	1.0405690128479	63	-6.93375266309041
6373	1	1.13135021693909	109	-2.55359489188105
6378	100	1.00849014053217	38	-7.91553597921495
6380	10	1.03766386448813	56	-6.93921826454298
6381	10	1.03290311353951	53	-7.15278830230143
6382	1000	1.09390260681253	78	-4.8187198087955
6383	100	1.12637757531077	93	-3.55933853902056
6385	1	1.03446933390954	49	-7.17027963464753
6386	100	1.10926316372383	79	-4.55172619248726
6389	1	1.08900566873665	65	-5.55411613413832
6390	100	1.1110273152923	73	-4.88640497447933
6391	1	1.09994596980964	66	-5.34532611110364
6392	100	1.02095354761254	34	-7.69477610404174
6394	100	1.2480955506643	144	-0.171951658793517
6395	100	1.18130987504434	103	-3.04818741907096
6396	1000	1.13287021381338	74	-4.79260355451509
6398	10	1.01408059761955	23	-7.89764213750441
6399	1	1.06126435520049	40	-6.99903066671632
6400	10	1.05795216065653	38	-7.11361443905301
6402	1	1.10105699006415	49	-6.25130085938523
6404	1000	1.03319221497693	25	-7.70667539566272
6406	100	1.1381227573877	59	-5.75667115560053
6407	1	1.05181150963363	27	-7.51718524246741
6408	10	1.05940258468807	28	-7.43348234444276
6410	10	1.02489468992657	15	-7.90210064593162
6411	1	1.01842222647282	11	-7.96284307401717
6413	10	1.15182093688655	55	-6.17831046572001
6414	100	1.06283642971248	21	-7.6091094657621
6416	1000	1.02985458156519	11	-7.93107703283515
6418	10	1.16317184618657	57	-6.38880387819957
6420	10	1.01641341284712	4	-8.00912557819082
6421	1	1.31601831026304	158	-0.361135363743209
6423	10	1.09401123816878	23	-7.55263946633227
6424	10	1.13784145269705	46	-7.03740780615287
6430	1	1.21219521828036	124	-3.53829371595478
6432	10	1.04997593613467	14	-7.89314236764502
6436	10	1.05725701770079	31	-7.75880824314425
6438	1000	1.06859018728004	49	-7.40000768279174
6441	100	1.03833532536029	30	-7.81518927760065
6442	10	1.15291178217037	126	-3.47817643287727
6443	100	1.02919189086668	26	-7.88142148893049
6449	10	1.04025012328612	41	-7.58073340838609
6453	1000	1.01729448705861	19	-7.94312034410984
6456	1	1.01620214929872	18	-7.95294384496997
6458	10	1.20658175978987	157	-0.222030283565378
6467	100	1.05231771132524	41	-7.49910770448914
6469	1000	1.0715028041615	55	-7.07472182588772
6474	100	1.07066733935553	53	-7.14013200317164
6476	10	1.13998337237821	107	-4.63714311213329
6478	100	1.08256418123297	63	-6.79730606613633
6479	100	1.00333222731759	1	-8.02592319077226
6480	1000	1.02952667105662	22	-7.87371497269095
6481	1	1.08199637184853	64	-6.7893874230887
6482	1000	1.09565557743826	77	-6.36760678253541
6484	10	1.07590416934959	59	-6.96276033596267
6488	1000	1.01630985240841	12	-7.98116171451198
6490	1000	1.16921771859381	125	-2.70519903834856
